t	θ	uncertainty T	uncertainty A
208.19	0.003	0.02	0.009
208.22	0.004	0.02	0.009
208.25	0.004	0.02	0.009
208.29	0.004	0.02	0.009
208.32	0.005	0.02	0.009
208.35	0.004	0.02	0.009
208.39	0.004	0.02	0.009
208.42	0.004	0.02	0.009
208.45	0.003	0.02	0.009
208.49	0.001	0.02	0.009
208.52	0.000	0.02	0.009
208.55	-0.001	0.02	0.009
208.59	-0.002	0.02	0.009
208.62	-0.003	0.02	0.009
208.65	-0.003	0.02	0.009
208.69	-0.004	0.02	0.009
208.72	-0.004	0.02	0.009
208.75	-0.004	0.02	0.009
208.79	-0.004	0.02	0.009
208.82	-0.003	0.02	0.009
208.85	-0.002	0.02	0.009
208.89	-0.001	0.02	0.009
208.92	0.000	0.02	0.009
208.95	0.001	0.02	0.009
208.98	0.002	0.02	0.009
209.02	0.003	0.02	0.009
209.05	0.004	0.02	0.009
209.08	0.004	0.02	0.009
209.12	0.004	0.02	0.009
209.15	0.005	0.02	0.009
209.18	0.004	0.02	0.009
209.22	0.004	0.02	0.009
209.25	0.003	0.02	0.009
209.28	0.002	0.02	0.009
209.32	0.001	0.02	0.009
209.35	0.000	0.02	0.009
209.38	-0.001	0.02	0.009
209.42	-0.003	0.02	0.009
209.45	-0.003	0.02	0.009
209.48	-0.004	0.02	0.009
209.52	-0.004	0.02	0.009
209.55	-0.004	0.02	0.009
209.58	-0.004	0.02	0.009
209.62	-0.004	0.02	0.009
209.65	-0.003	0.02	0.009
209.68	-0.002	0.02	0.009
209.72	-0.001	0.02	0.009
209.75	0.000	0.02	0.009
209.78	0.001	0.02	0.009
209.82	0.002	0.02	0.009
209.85	0.004	0.02	0.009
209.88	0.004	0.02	0.009
209.92	0.005	0.02	0.009
209.95	0.004	0.02	0.009
209.98	0.004	0.02	0.009
210.02	0.004	0.02	0.009
210.05	0.004	0.02	0.009
210.08	0.003	0.02	0.009
210.12	0.002	0.02	0.009
210.15	0.000	0.02	0.009
210.18	0.000	0.02	0.009
210.21	-0.002	0.02	0.009
210.25	-0.003	0.02	0.009
210.28	-0.003	0.02	0.009
210.31	-0.004	0.02	0.009
210.35	-0.004	0.02	0.009
210.38	-0.004	0.02	0.009
210.41	-0.004	0.02	0.009
210.45	-0.003	0.02	0.009
210.48	-0.003	0.02	0.009
210.51	-0.002	0.02	0.009
210.55	-0.001	0.02	0.009
210.58	0.001	0.02	0.009
210.61	0.002	0.02	0.009
210.65	0.003	0.02	0.009
210.68	0.004	0.02	0.009
210.71	0.004	0.02	0.009
210.75	0.004	0.02	0.009
210.78	0.004	0.02	0.009
210.81	0.004	0.02	0.009
210.85	0.004	0.02	0.009
210.88	0.003	0.02	0.009
210.91	0.002	0.02	0.009
210.95	0.001	0.02	0.009
210.98	0.000	0.02	0.009
211.01	-0.001	0.02	0.009
211.05	-0.002	0.02	0.009
211.08	-0.003	0.02	0.009
211.11	-0.004	0.02	0.009
211.15	-0.004	0.02	0.009
211.18	-0.004	0.02	0.009
211.21	-0.004	0.02	0.009
211.25	-0.003	0.02	0.009
211.28	-0.003	0.02	0.009
211.31	-0.002	0.02	0.009
211.35	-0.001	0.02	0.009
211.38	0.000	0.02	0.009
211.41	0.002	0.02	0.009
211.44	0.002	0.02	0.009
211.48	0.004	0.02	0.009
211.51	0.004	0.02	0.009
211.54	0.004	0.02	0.009
211.58	0.004	0.02	0.009
211.61	0.004	0.02	0.009
211.64	0.004	0.02	0.009
211.68	0.004	0.02	0.009
211.71	0.002	0.02	0.009
211.74	0.002	0.02	0.009
211.78	0.000	0.02	0.009
211.81	-0.001	0.02	0.009
211.84	-0.001	0.02	0.009
211.88	-0.003	0.02	0.009
211.91	-0.003	0.02	0.009
211.94	-0.004	0.02	0.009
211.98	-0.004	0.02	0.009
212.01	-0.004	0.02	0.009
212.04	-0.004	0.02	0.009
212.08	-0.003	0.02	0.009
212.11	-0.002	0.02	0.009
212.14	-0.001	0.02	0.009
212.18	0.000	0.02	0.009
212.21	0.001	0.02	0.009
212.24	0.002	0.02	0.009
212.28	0.003	0.02	0.009
212.31	0.003	0.02	0.009
212.34	0.004	0.02	0.009
212.38	0.004	0.02	0.009
212.41	0.004	0.02	0.009
212.44	0.004	0.02	0.009
212.48	0.004	0.02	0.009
212.51	0.003	0.02	0.009
212.54	0.002	0.02	0.009
212.57	0.001	0.02	0.009
212.61	0.000	0.02	0.009
212.64	-0.002	0.02	0.009
212.67	-0.003	0.02	0.009
212.71	-0.003	0.02	0.009
212.74	-0.003	0.02	0.009
212.77	-0.004	0.02	0.009
212.81	-0.004	0.02	0.009
212.84	-0.003	0.02	0.009
212.87	-0.004	0.02	0.009
212.91	-0.003	0.02	0.009
212.94	-0.002	0.02	0.009
212.97	-0.001	0.02	0.009
213.01	0.000	0.02	0.009
213.04	0.002	0.02	0.009
213.07	0.002	0.02	0.009
213.11	0.004	0.02	0.009
213.14	0.004	0.02	0.009
213.17	0.004	0.02	0.009
213.21	0.004	0.02	0.009
213.24	0.004	0.02	0.009
213.27	0.004	0.02	0.009
213.31	0.004	0.02	0.009
213.34	0.003	0.02	0.009
213.37	0.002	0.02	0.009
213.41	0.000	0.02	0.009
213.44	0.000	0.02	0.009
213.47	-0.002	0.02	0.009
213.51	-0.003	0.02	0.009
213.54	-0.003	0.02	0.009
213.57	-0.003	0.02	0.009
213.61	-0.004	0.02	0.009
213.64	-0.004	0.02	0.009
213.67	-0.003	0.02	0.009
213.71	-0.003	0.02	0.009
213.74	-0.002	0.02	0.009
213.77	-0.001	0.02	0.009
213.80	0.000	0.02	0.009
213.84	0.001	0.02	0.009
213.87	0.002	0.02	0.009
213.90	0.003	0.02	0.009
213.94	0.004	0.02	0.009
213.97	0.004	0.02	0.009
214.00	0.004	0.02	0.009
214.04	0.004	0.02	0.009
214.07	0.004	0.02	0.009
214.10	0.004	0.02	0.009
214.14	0.003	0.02	0.009
214.17	0.002	0.02	0.009
214.20	0.001	0.02	0.009
214.24	0.000	0.02	0.009
214.27	-0.001	0.02	0.009
214.30	-0.003	0.02	0.009
214.34	-0.003	0.02	0.009
214.37	-0.003	0.02	0.009
214.40	-0.004	0.02	0.009
214.44	-0.004	0.02	0.009
214.47	-0.004	0.02	0.009
214.50	-0.003	0.02	0.009
214.54	-0.003	0.02	0.009
214.57	-0.002	0.02	0.009
214.60	-0.001	0.02	0.009
214.64	0.000	0.02	0.009
214.67	0.001	0.02	0.009
214.70	0.003	0.02	0.009
214.74	0.003	0.02	0.009
214.77	0.004	0.02	0.009
214.80	0.004	0.02	0.009
214.84	0.004	0.02	0.009
214.87	0.004	0.02	0.009
214.90	0.004	0.02	0.009
214.94	0.004	0.02	0.009
214.97	0.003	0.02	0.009
215.00	0.002	0.02	0.009
215.03	0.001	0.02	0.009
215.07	-0.001	0.02	0.009
215.10	-0.002	0.02	0.009
215.13	-0.002	0.02	0.009
215.17	-0.003	0.02	0.009
215.20	-0.003	0.02	0.009
215.23	-0.003	0.02	0.009
215.27	-0.003	0.02	0.009
215.30	-0.003	0.02	0.009
215.33	-0.002	0.02	0.009
215.37	-0.002	0.02	0.009
215.40	-0.001	0.02	0.009
215.43	0.000	0.02	0.009
215.47	0.002	0.02	0.009
215.50	0.002	0.02	0.009
215.53	0.003	0.02	0.009
215.57	0.004	0.02	0.009
215.60	0.004	0.02	0.009
215.63	0.004	0.02	0.009
215.67	0.004	0.02	0.009
215.70	0.004	0.02	0.009
215.73	0.004	0.02	0.009
215.77	0.003	0.02	0.009
215.80	0.002	0.02	0.009
215.83	0.001	0.02	0.009
215.87	0.000	0.02	0.009
215.90	-0.001	0.02	0.009
215.93	-0.002	0.02	0.009
215.97	-0.003	0.02	0.009
216.00	-0.003	0.02	0.009
216.03	-0.003	0.02	0.009
216.07	-0.003	0.02	0.009
216.10	-0.003	0.02	0.009
216.13	-0.002	0.02	0.009
216.16	-0.002	0.02	0.009
216.20	-0.001	0.02	0.009
216.23	0.000	0.02	0.009
216.26	0.001	0.02	0.009
216.30	0.002	0.02	0.009
216.33	0.003	0.02	0.009
216.36	0.004	0.02	0.009
216.40	0.004	0.02	0.009
216.43	0.005	0.02	0.009
216.46	0.005	0.02	0.009
216.50	0.004	0.02	0.009
216.53	0.004	0.02	0.009
216.56	0.004	0.02	0.009
216.60	0.003	0.02	0.009
216.63	0.002	0.02	0.009
216.66	0.001	0.02	0.009
216.70	0.000	0.02	0.009
216.73	-0.001	0.02	0.009
216.76	-0.003	0.02	0.009
216.80	-0.003	0.02	0.009
216.83	-0.003	0.02	0.009
216.86	-0.003	0.02	0.009
216.90	-0.003	0.02	0.009
216.93	-0.003	0.02	0.009
216.96	-0.002	0.02	0.009
217.00	-0.002	0.02	0.009
217.03	0.000	0.02	0.009
217.06	0.000	0.02	0.009
217.10	0.002	0.02	0.009
217.13	0.002	0.02	0.009
217.16	0.003	0.02	0.009
217.20	0.004	0.02	0.009
217.23	0.004	0.02	0.009
217.26	0.004	0.02	0.009
217.30	0.004	0.02	0.009
217.33	0.004	0.02	0.009
217.36	0.004	0.02	0.009
217.39	0.003	0.02	0.009
217.43	0.002	0.02	0.009
217.46	0.001	0.02	0.009
217.49	0.000	0.02	0.009
217.53	-0.001	0.02	0.009
217.56	-0.002	0.02	0.009
217.59	-0.003	0.02	0.009
217.63	-0.003	0.02	0.009
217.66	-0.003	0.02	0.009
217.69	-0.003	0.02	0.009
217.73	-0.003	0.02	0.009
217.76	-0.002	0.02	0.009
217.79	-0.002	0.02	0.009
217.83	-0.001	0.02	0.009
217.86	0.000	0.02	0.009
217.89	0.001	0.02	0.009
217.93	0.002	0.02	0.009
217.96	0.002	0.02	0.009
217.99	0.003	0.02	0.009
218.03	0.004	0.02	0.009
218.06	0.004	0.02	0.009
218.09	0.004	0.02	0.009
218.13	0.004	0.02	0.009
218.16	0.004	0.02	0.009
218.19	0.003	0.02	0.009
218.23	0.002	0.02	0.009
218.26	0.002	0.02	0.009
218.29	0.001	0.02	0.009
218.33	0.000	0.02	0.009
218.36	-0.001	0.02	0.009
218.39	-0.002	0.02	0.009
218.43	-0.003	0.02	0.009
218.46	-0.003	0.02	0.009
218.49	-0.003	0.02	0.009
218.53	-0.003	0.02	0.009
218.56	-0.002	0.02	0.009
218.59	-0.002	0.02	0.009
218.62	-0.001	0.02	0.009
218.66	0.000	0.02	0.009
218.69	0.000	0.02	0.009
218.72	0.002	0.02	0.009
218.76	0.002	0.02	0.009
218.79	0.003	0.02	0.009
218.82	0.004	0.02	0.009
218.86	0.004	0.02	0.009
218.89	0.004	0.02	0.009
218.92	0.005	0.02	0.009
218.96	0.004	0.02	0.009
218.99	0.004	0.02	0.009
219.02	0.003	0.02	0.009
219.06	0.002	0.02	0.009
219.09	0.001	0.02	0.009
219.12	0.000	0.02	0.009
219.16	-0.001	0.02	0.009
219.19	-0.001	0.02	0.009
219.22	-0.002	0.02	0.009
219.26	-0.003	0.02	0.009
219.29	-0.003	0.02	0.009
219.32	-0.003	0.02	0.009
219.36	-0.002	0.02	0.009
219.39	-0.002	0.02	0.009
219.42	-0.002	0.02	0.009
219.46	0.000	0.02	0.009
219.49	0.000	0.02	0.009
219.52	0.001	0.02	0.009
219.56	0.002	0.02	0.009
219.59	0.002	0.02	0.009
219.62	0.003	0.02	0.009
219.66	0.004	0.02	0.009
219.69	0.004	0.02	0.009
219.72	0.004	0.02	0.009
219.75	0.004	0.02	0.009
219.79	0.004	0.02	0.009
219.82	0.003	0.02	0.009
219.85	0.002	0.02	0.009
219.89	0.001	0.02	0.009
219.92	0.000	0.02	0.009
219.95	0.000	0.02	0.009
219.99	-0.001	0.02	0.009
220.02	-0.002	0.02	0.009
220.05	-0.003	0.02	0.009
220.09	-0.003	0.02	0.009
220.12	-0.003	0.02	0.009
220.15	-0.003	0.02	0.009
220.19	-0.002	0.02	0.009
220.22	-0.002	0.02	0.009
220.25	-0.001	0.02	0.009
220.29	-0.001	0.02	0.009
220.32	0.000	0.02	0.009
220.35	0.002	0.02	0.009
220.39	0.002	0.02	0.009
220.42	0.003	0.02	0.009
220.45	0.003	0.02	0.009
220.49	0.004	0.02	0.009
220.52	0.004	0.02	0.009
220.55	0.004	0.02	0.009
220.59	0.004	0.02	0.009
220.62	0.004	0.02	0.009
220.65	0.003	0.02	0.009
220.69	0.002	0.02	0.009
220.72	0.001	0.02	0.009
220.75	0.000	0.02	0.009
220.79	-0.001	0.02	0.009
220.82	-0.001	0.02	0.009
220.85	-0.002	0.02	0.009
220.89	-0.003	0.02	0.009
220.92	-0.003	0.02	0.009
220.95	-0.003	0.02	0.009
220.98	-0.002	0.02	0.009
221.02	-0.002	0.02	0.009
221.05	-0.001	0.02	0.009
221.08	0.000	0.02	0.009
221.12	0.000	0.02	0.009
221.15	0.001	0.02	0.009
221.18	0.003	0.02	0.009
221.22	0.003	0.02	0.009
221.25	0.004	0.02	0.009
221.28	0.004	0.02	0.009
221.32	0.005	0.02	0.009
221.35	0.004	0.02	0.009
221.38	0.004	0.02	0.009
221.42	0.004	0.02	0.009
221.45	0.004	0.02	0.009
221.48	0.003	0.02	0.009
221.52	0.001	0.02	0.009
221.55	0.001	0.02	0.009
221.58	0.000	0.02	0.009
221.62	-0.001	0.02	0.009
221.65	-0.001	0.02	0.009
221.68	-0.002	0.02	0.009
221.72	-0.002	0.02	0.009
221.75	-0.002	0.02	0.009
221.78	-0.002	0.02	0.009
221.82	-0.002	0.02	0.009
221.85	-0.002	0.02	0.009
221.88	-0.001	0.02	0.009
221.92	0.000	0.02	0.009
221.95	0.000	0.02	0.009
221.98	0.001	0.02	0.009
222.02	0.002	0.02	0.009
222.05	0.003	0.02	0.009
222.08	0.003	0.02	0.009
222.11	0.003	0.02	0.009
222.15	0.004	0.02	0.009
222.18	0.004	0.02	0.009
222.21	0.004	0.02	0.009
222.25	0.004	0.02	0.009
222.28	0.002	0.02	0.009
222.31	0.002	0.02	0.009
222.35	0.000	0.02	0.009
222.38	0.000	0.02	0.009
222.41	-0.001	0.02	0.009
222.45	-0.001	0.02	0.009
222.48	-0.002	0.02	0.009
222.51	-0.003	0.02	0.009
222.55	-0.003	0.02	0.009
222.58	-0.003	0.02	0.009
222.61	-0.002	0.02	0.009
222.65	-0.002	0.02	0.009
222.68	-0.001	0.02	0.009
222.71	-0.001	0.02	0.009
222.75	0.001	0.02	0.009
222.78	0.001	0.02	0.009
222.81	0.002	0.02	0.009
222.85	0.003	0.02	0.009
222.88	0.003	0.02	0.009
222.91	0.004	0.02	0.009
222.95	0.004	0.02	0.009
222.98	0.004	0.02	0.009
223.01	0.004	0.02	0.009
223.05	0.004	0.02	0.009
223.08	0.003	0.02	0.009
223.11	0.002	0.02	0.009
223.15	0.001	0.02	0.009
223.18	0.000	0.02	0.009
223.21	0.000	0.02	0.009
223.25	-0.001	0.02	0.009
223.28	-0.002	0.02	0.009
223.31	-0.002	0.02	0.009
223.34	-0.003	0.02	0.009
223.38	-0.003	0.02	0.009
223.41	-0.002	0.02	0.009
223.44	-0.002	0.02	0.009
223.48	-0.002	0.02	0.009
223.51	-0.001	0.02	0.009
223.54	0.000	0.02	0.009
223.58	0.001	0.02	0.009
223.61	0.002	0.02	0.009
223.64	0.003	0.02	0.009
223.68	0.003	0.02	0.009
223.71	0.004	0.02	0.009
223.74	0.004	0.02	0.009
223.78	0.004	0.02	0.009
223.81	0.004	0.02	0.009
223.84	0.004	0.02	0.009
223.88	0.004	0.02	0.009
223.91	0.003	0.02	0.009
223.94	0.002	0.02	0.009
223.98	0.001	0.02	0.009
224.01	0.000	0.02	0.009
224.04	-0.001	0.02	0.009
224.08	-0.001	0.02	0.009
224.11	-0.002	0.02	0.009
224.14	-0.002	0.02	0.009
224.18	-0.003	0.02	0.009
224.21	-0.002	0.02	0.009
224.24	-0.002	0.02	0.009
224.28	-0.002	0.02	0.009
224.31	-0.001	0.02	0.009
224.34	-0.001	0.02	0.009
224.38	0.000	0.02	0.009
224.41	0.002	0.02	0.009
224.44	0.002	0.02	0.009
224.48	0.003	0.02	0.009
224.51	0.003	0.02	0.009
224.54	0.004	0.02	0.009
224.57	0.004	0.02	0.009
224.61	0.004	0.02	0.009
224.64	0.004	0.02	0.009
224.67	0.004	0.02	0.009
224.71	0.003	0.02	0.009
224.74	0.002	0.02	0.009
224.77	0.001	0.02	0.009
224.81	0.000	0.02	0.009
224.84	0.000	0.02	0.009
224.87	-0.001	0.02	0.009
224.91	-0.001	0.02	0.009
224.94	-0.001	0.02	0.009
224.97	-0.002	0.02	0.009
225.01	-0.002	0.02	0.009
225.04	-0.002	0.02	0.009
225.07	-0.002	0.02	0.009
225.11	-0.001	0.02	0.009
225.14	0.000	0.02	0.009
225.17	0.000	0.02	0.009
225.21	0.001	0.02	0.009
225.24	0.002	0.02	0.009
225.27	0.002	0.02	0.009
225.31	0.003	0.02	0.009
225.34	0.004	0.02	0.009
225.37	0.004	0.02	0.009
225.41	0.004	0.02	0.009
225.44	0.004	0.02	0.009
225.47	0.004	0.02	0.009
225.51	0.003	0.02	0.009
225.54	0.003	0.02	0.009
225.57	0.002	0.02	0.009
225.61	0.001	0.02	0.009
225.64	0.000	0.02	0.009
225.67	-0.001	0.02	0.009
225.71	-0.001	0.02	0.009
225.74	-0.003	0.02	0.009
225.77	-0.003	0.02	0.009
225.80	-0.002	0.02	0.009
225.84	-0.002	0.02	0.009
225.87	-0.002	0.02	0.009
225.90	-0.002	0.02	0.009
225.94	-0.001	0.02	0.009
225.97	0.000	0.02	0.009
226.00	0.001	0.02	0.009
226.04	0.001	0.02	0.009
226.07	0.003	0.02	0.009
226.10	0.003	0.02	0.009
226.14	0.003	0.02	0.009
226.17	0.004	0.02	0.009
226.20	0.004	0.02	0.009
226.24	0.004	0.02	0.009
226.27	0.004	0.02	0.009
226.30	0.004	0.02	0.009
226.34	0.003	0.02	0.009
226.37	0.002	0.02	0.009
226.40	0.001	0.02	0.009
226.44	0.000	0.02	0.009
226.47	-0.001	0.02	0.009
226.50	-0.001	0.02	0.009
226.54	-0.002	0.02	0.009
226.57	-0.002	0.02	0.009
226.60	-0.002	0.02	0.009
226.64	-0.003	0.02	0.009
226.67	-0.003	0.02	0.009
226.70	-0.002	0.02	0.009
226.74	-0.001	0.02	0.009
226.77	0.000	0.02	0.009
226.80	0.000	0.02	0.009
226.84	0.002	0.02	0.009
226.87	0.002	0.02	0.009
226.90	0.003	0.02	0.009
226.94	0.003	0.02	0.009
226.97	0.004	0.02	0.009
227.00	0.004	0.02	0.009
227.03	0.004	0.02	0.009
227.07	0.004	0.02	0.009
227.10	0.004	0.02	0.009
227.13	0.003	0.02	0.009
227.17	0.002	0.02	0.009
227.20	0.001	0.02	0.009
227.23	0.000	0.02	0.009
227.27	0.000	0.02	0.009
227.30	-0.001	0.02	0.009
227.33	-0.002	0.02	0.009
227.37	-0.003	0.02	0.009
227.40	-0.002	0.02	0.009
227.43	-0.002	0.02	0.009
227.47	-0.002	0.02	0.009
227.50	-0.002	0.02	0.009
227.53	-0.002	0.02	0.009
227.57	-0.001	0.02	0.009
227.60	0.000	0.02	0.009
227.63	0.000	0.02	0.009
227.67	0.001	0.02	0.009
227.70	0.002	0.02	0.009
227.73	0.003	0.02	0.009
227.77	0.003	0.02	0.009
227.80	0.003	0.02	0.009
227.83	0.003	0.02	0.009
227.87	0.003	0.02	0.009
227.90	0.002	0.02	0.009
227.93	0.002	0.02	0.009
227.97	0.001	0.02	0.009
228.00	0.001	0.02	0.009
228.03	-0.001	0.02	0.009
228.07	-0.001	0.02	0.009
228.10	-0.002	0.02	0.009
228.13	-0.003	0.02	0.009
228.17	-0.003	0.02	0.009
228.20	-0.004	0.02	0.009
228.23	-0.004	0.02	0.009
228.26	-0.004	0.02	0.009
228.30	-0.004	0.02	0.009
228.33	-0.003	0.02	0.009
228.36	-0.003	0.02	0.009
228.40	-0.002	0.02	0.009
228.43	-0.001	0.02	0.009
228.46	0.000	0.02	0.009
228.50	0.001	0.02	0.009
228.53	0.002	0.02	0.009
228.56	0.002	0.02	0.009
228.60	0.003	0.02	0.009
228.63	0.003	0.02	0.009
228.66	0.003	0.02	0.009
228.70	0.003	0.02	0.009
228.73	0.002	0.02	0.009
228.76	0.002	0.02	0.009
228.80	0.001	0.02	0.009
228.83	0.000	0.02	0.009
228.86	-0.001	0.02	0.009
228.90	-0.001	0.02	0.009
228.93	-0.002	0.02	0.009
228.96	-0.003	0.02	0.009
229.00	-0.003	0.02	0.009
229.03	-0.003	0.02	0.009
229.06	-0.004	0.02	0.009
229.10	-0.004	0.02	0.009
229.13	-0.004	0.02	0.009
229.16	-0.003	0.02	0.009
229.20	-0.002	0.02	0.009
229.23	-0.001	0.02	0.009
229.26	0.000	0.02	0.009
229.30	0.001	0.02	0.009
229.33	0.001	0.02	0.009
229.36	0.002	0.02	0.009
229.39	0.002	0.02	0.009
229.43	0.003	0.02	0.009
229.46	0.003	0.02	0.009
229.49	0.003	0.02	0.009
229.53	0.002	0.02	0.009
229.56	0.002	0.02	0.009
229.59	0.001	0.02	0.009
229.63	0.002	0.02	0.009
229.66	0.000	0.02	0.009
229.69	-0.001	0.02	0.009
229.73	-0.001	0.02	0.009
229.76	-0.002	0.02	0.009
229.79	-0.003	0.02	0.009
229.83	-0.003	0.02	0.009
229.86	-0.003	0.02	0.009
229.89	-0.002	0.02	0.009
229.93	-0.002	0.02	0.009
229.96	-0.002	0.02	0.009
229.99	-0.002	0.02	0.009
230.03	-0.001	0.02	0.009
230.06	0.000	0.02	0.009
230.09	0.001	0.02	0.009
230.13	0.002	0.02	0.009
230.16	0.002	0.02	0.009
230.19	0.003	0.02	0.009
230.23	0.004	0.02	0.009
230.26	0.004	0.02	0.009
230.29	0.004	0.02	0.009
230.33	0.004	0.02	0.009
230.36	0.004	0.02	0.009
230.39	0.003	0.02	0.009
230.43	0.002	0.02	0.009
230.46	0.002	0.02	0.009
230.49	0.000	0.02	0.009
230.53	0.000	0.02	0.009
230.56	-0.001	0.02	0.009
230.59	-0.002	0.02	0.009
230.62	-0.002	0.02	0.009
230.66	-0.003	0.02	0.009
230.69	-0.002	0.02	0.009
230.72	-0.002	0.02	0.009
230.76	-0.002	0.02	0.009
230.79	-0.002	0.02	0.009
230.82	-0.001	0.02	0.009
230.86	0.000	0.02	0.009
230.89	0.001	0.02	0.009
230.92	0.002	0.02	0.009
230.96	0.002	0.02	0.009
230.99	0.003	0.02	0.009
231.02	0.004	0.02	0.009
231.06	0.004	0.02	0.009
231.09	0.004	0.02	0.009
231.12	0.004	0.02	0.009
231.16	0.004	0.02	0.009
231.19	0.003	0.02	0.009
231.22	0.002	0.02	0.009
231.26	0.001	0.02	0.009
231.29	0.001	0.02	0.009
231.32	0.000	0.02	0.009
231.36	-0.001	0.02	0.009
231.39	-0.002	0.02	0.009
231.42	-0.002	0.02	0.009
231.46	-0.003	0.02	0.009
231.49	-0.003	0.02	0.009
231.52	-0.002	0.02	0.009
231.56	-0.002	0.02	0.009
231.59	-0.002	0.02	0.009
231.62	-0.001	0.02	0.009
231.66	0.000	0.02	0.009
231.69	0.000	0.02	0.009
231.72	0.001	0.02	0.009
231.75	0.002	0.02	0.009
231.79	0.003	0.02	0.009
231.82	0.003	0.02	0.009
231.85	0.004	0.02	0.009
231.89	0.004	0.02	0.009
231.92	0.004	0.02	0.009
231.95	0.004	0.02	0.009
231.99	0.004	0.02	0.009
232.02	0.002	0.02	0.009
232.05	0.002	0.02	0.009
232.09	0.001	0.02	0.009
232.12	0.000	0.02	0.009
232.15	0.000	0.02	0.009
232.19	-0.001	0.02	0.009
232.22	-0.002	0.02	0.009
232.25	-0.003	0.02	0.009
232.29	-0.003	0.02	0.009
232.32	-0.003	0.02	0.009
232.35	-0.002	0.02	0.009
232.39	-0.002	0.02	0.009
232.42	-0.002	0.02	0.009
232.45	-0.001	0.02	0.009
232.49	0.000	0.02	0.009
232.52	0.001	0.02	0.009
232.55	0.002	0.02	0.009
232.59	0.002	0.02	0.009
232.62	0.002	0.02	0.009
232.65	0.003	0.02	0.009
232.69	0.003	0.02	0.009
232.72	0.003	0.02	0.009
232.75	0.003	0.02	0.009
232.79	0.002	0.02	0.009
232.82	0.002	0.02	0.009
232.85	0.001	0.02	0.009
232.89	0.000	0.02	0.009
232.92	0.000	0.02	0.009
232.95	-0.001	0.02	0.009
